Platform	Name	Entity	Last IP address	Device model	Device type	OS version and architecture	OS name	Total RAM [bytes]	CPU model	Hard disks	DXS - Device (DXS - Device)	DXS - Web browsing (DXS - Web browsing)	DXS - Security (DXS - Security)	DXS - Productivity (DXS - Productivity)	DXS - Business apps (DXS - Business apps)	Device (sentiment) (DXS - User sentiments)	Web browsing (sentiment) (DXS - User sentiments)	Productivity (sentiment) (DXS - User sentiments)	Security (sentiment) (DXS - User sentiments)	Employee Satisfaction (DXS - User sentiments)	Business apps (sentiment) (DXS - User sentiments)
Windows	1KBKING-D1	Houston - 910 Corp (TX)	10.132.28.114	OptiPlex 9010	desktop	Windows 7 Professional SP1 (64 bits)	Windows 7	8589934592	Intel Core i7-3770 CPU @ 3.40GHz	Seagate (232.9GB, 100% S.M.A.R.T.)											
Windows	1KBSINGLETO-D1	Houston - 910 Corp (TX)	10.133.28.51	OptiPlex 9010	desktop	Windows 7 Professional SP1 (64 bits)	Windows 7	8589934592	Intel Core i7-3770 CPU @ 3.40GHz	Seagate (232.9GB, 100% S.M.A.R.T.)											
Windows	1KJBRANDENB-D1	Houston - 910 Corp (TX)	10.132.36.94	OptiPlex 9010	desktop	Windows 7 Professional SP1 (64 bits)	Windows 7	12884901888	Intel Core i7-3770 CPU @ 3.40GHz	Seagate (232.9GB, 100% S.M.A.R.T.)											
Windows	1KMKUMAR-D1	Houston - 910 Corp (TX)	10.132.36.89	OptiPlex 9010	desktop	Windows 7 Professional SP1 (64 bits)	Windows 7	8589934592	Intel Core i7-3770 CPU @ 3.40GHz	Seagate (232.9GB, 100% S.M.A.R.T.)											
Windows	1KMMEJIA-D1	Houston - 910 Corp (TX)	10.132.253.36	OptiPlex 990	desktop	Windows 7 Professional SP1 (64 bits)	Windows 7	12884901888	Intel Core i5-2400 CPU @ 3.10GHz	Seagate (232.9GB, 100% S.M.A.R.T.)											
Windows	1KMMEJIA-L1	-	73.115.151.178	Latitude E6520	laptop	Windows 7 Professional SP1 (64 bits)	Windows 7	4294967296	Intel Core i5-2520M CPU @ 2.50GHz	Samsung (119.2GB, 90% S.M.A.R.T.), HP OfficeJet Pro 69 USB Device (0B), Verbatim STORE N GO USB Device (7.3GB), Western Digital (931.5GB)											
Windows	1KSDASARA-D1	Houston - 910 Corp (TX)	10.133.28.58	OptiPlex 9010	desktop	Windows 7 Professional SP1 (64 bits)	Windows 7	8589934592	Intel Core i7-3770 CPU @ 3.40GHz	Seagate (232.9GB, 60% S.M.A.R.T.)	0	10	10	10	8.5252	10	10	10	10		10
Windows	1KSGORANTLA-D2	Houston - 910 Corp (TX)	10.132.28.94	OptiPlex 9010	desktop	Windows 7 Professional SP1 (64 bits)	Windows 7	8589934592	Intel Core i7-3770 CPU @ 3.40GHz	Seagate (232.9GB, 100% S.M.A.R.T.)											
Windows	1KTLAM-D1	Houston - 910 Corp (TX)	10.132.253.57	OptiPlex 9010	desktop	Windows 7 Professional SP1 (64 bits)	Windows 7	8589934592	Intel Core i7-3770 CPU @ 3.40GHz	Seagate (232.9GB, 100% S.M.A.R.T.)											
Windows	910DS-D10E	Houston - 910 Corp (TX)	10.132.76.42	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.50131	10	10	10	10		10
Windows	910DS-D10W	Houston - 910 Corp (TX)	10.132.76.43	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.33984	10	10	10	10		10
Windows	910DS-D11E	Houston - 910 Corp (TX)	10.132.84.42	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.51699	10	10	10	10		10
Windows	910DS-D11W	Houston - 910 Corp (TX)	10.132.84.80	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	6.47413		10	9.30974	8.53131	10	10	10	10		10
Windows	910DS-D12E	Houston - 910 Corp (TX)	10.132.92.46	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.59217	10	10	10	10		10
Windows	910DS-D12W	Houston - 910 Corp (TX)	10.132.92.47	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.53495	10	10	10	10		10
Windows	910DS-D13E	Houston - 910 Corp (TX)	10.132.213.43	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.51819	10	10	10	10		10
Windows	910DS-D13W	Houston - 910 Corp (TX)	10.132.100.43	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.59011	10	10	10	10		10
Windows	910DS-D14E	Houston - 910 Corp (TX)	10.132.108.42	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.5936	10	10	10	10		10
Windows	910DS-D14W	Houston - 910 Corp (TX)	10.132.108.43	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.60459	10	10	10	10		10
Windows	910DS-D15E	Houston - 910 Corp (TX)	10.132.116.45	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.33095	10	10	10	10		10
Windows	910DS-D15W	Houston - 910 Corp (TX)	10.132.116.46	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.59379	10	10	10	10		10
Windows	910DS-D16E	Houston - 910 Corp (TX)	10.132.124.41	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.60781	10	10	10	10		10
Windows	910DS-D16W	Houston - 910 Corp (TX)	10.132.124.46	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.59184	10	10	10	10		10
Windows	910DS-D17E	Houston - 910 Corp (TX)	10.132.132.57	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.63717	10	10	10	10		10
Windows	910DS-D17W	Houston - 910 Corp (TX)	10.132.132.45	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.60643	10	10	10	10		10
Windows	910DS-D18E	Houston - 910 Corp (TX)	10.132.5.11	OptiPlex 7050	desktop	Windows 10 Enterprise 1709 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.62547	10	10	10	10		10
Windows	910DS-D18W	Houston - 910 Corp (TX)	10.132.5.17	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.50097	10	10	10	10		10
Windows	910DS-D19E	Houston - 910 Corp (TX)	10.133.5.12	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.52655	10	10	10	10		10
Windows	910DS-D19W	Houston - 910 Corp (TX)	10.133.5.13	OptiPlex 7050	desktop	Windows 10 Enterprise 1709 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10	9.34847	8.55243	10	10	10	10		10
Windows	910DS-D20E	Houston - 910 Corp (TX)	10.132.5.18	OptiPlex 7050	desktop	Windows 10 Enterprise 1709 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.54009	10	10	10	10		10
Windows	910DS-D20W	Houston - 910 Corp (TX)	10.132.5.13	OptiPlex 7050	desktop	Windows 10 Enterprise 1709 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.54211	10	10	10	10		10
Windows	910DS-D22E	Houston - 910 Corp (TX)	10.132.172.44	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.58205	10	10	10	10		10
Windows	910DS-D22W	Houston - 910 Corp (TX)	10.133.172.41	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.58876	10	10	10	10		10
Windows	910DS-D4E	Houston - 910 Corp (TX)	10.132.28.126	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.57515	10	10	10	10		10
Windows	910DS-D4W	Houston - 910 Corp (TX)	10.132.5.23	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.55254	10	10	10	10		10
Windows	910DS-D5E	Houston - 910 Corp (TX)	10.132.5.19	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 80% S.M.A.R.T.)											
Windows	910DS-D5W	Houston - 910 Corp (TX)	10.132.5.16	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.55678	10	10	10	10		10
Windows	910DS-D6E	Houston - 910 Corp (TX)	10.132.5.26	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.61959	10	10	10	10		10
Windows	910DS-D6W	Houston - 910 Corp (TX)	10.132.44.42	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.5264	10	10	10	10		10
Windows	910DS-D7E	Houston - 910 Corp (TX)	10.132.5.102	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.58771	10	10	10	10		10
Windows	910DS-D7W	Houston - 910 Corp (TX)	10.132.5.15	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.58813	10	10	10	10		10
Windows	910DS-D8E	Houston - 910 Corp (TX)	10.132.60.42	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.56983	10	10	10	10		10
Windows	910DS-D8W	Houston - 910 Corp (TX)	10.132.60.41	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.54969	10	10	10	10		10
Windows	910DS-D9E	Houston - 910 Corp (TX)	10.132.68.73	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		8.50788	10	10	10	10		10
Windows	910DS-D9W	Houston - 910 Corp (TX)	10.132.68.48	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 60% S.M.A.R.T.)	7.005		10		8.65592	10	10	10	10		10
Windows	910TV-12010	Houston - 910 Corp (TX)	10.132.92.43	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10	10	10	7.08453	8.52235	10	10	10	10		10
Windows	910TV-12016	Houston - 910 Corp (TX)	10.132.92.49	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	0	10	10		8.52318	10	10	10	10		10
Windows	910TV-12036	Houston - 910 Corp (TX)	10.132.92.41	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	8.35655	10	10		8.50716	10	10	10	10		10
Windows	910TV-12038	Houston - 910 Corp (TX)	10.132.92.44	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	8.65805	10	10		8.52137	10	10	10	10		10
Windows	910TV-15026	Houston - 910 Corp (TX)	10.132.116.72	OptiPlex 7060	desktop	Windows 10 Enterprise 1709 (64 bits)	Windows 10	8589934592	Intel Core i5-8500T CPU @ 2.10GHz	Samsung (238.5GB, 100% S.M.A.R.T.)	9.714		10		8.50968	10	10	10	10		10
Windows	910TV-15056	Houston - 910 Corp (TX)	10.132.116.67	OptiPlex 7060	desktop	Windows 10 Enterprise 1709 (64 bits)	Windows 10	8589934592	Intel Core i5-8500T CPU @ 2.10GHz	Samsung (238.5GB, 100% S.M.A.R.T.)	9.7161	10	10	10	8.74487	10	10	10	10		10
Windows	910TV-15078	Houston - 910 Corp (TX)	10.132.116.41	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	8.355	10	10		8.52374	10	10	10	10		10
Windows	910TV-15080	Houston - 910 Corp (TX)	10.132.116.42	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10	10	10		8.51241	10	10	10	10		10
Windows	910TV-16004	Houston - 910 Corp (TX)	10.132.124.42	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	7.61		10	10	8.50634	10	10	10	10		10
Windows	910TV-16016	Houston - 910 Corp (TX)	10.132.124.120	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	8.528		10		8.51324	10	10	10	10		10
Windows	910TV-18008	Houston - 910 Corp (TX)	10.133.140.46	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	8.83325	10	10	10	8.18504	10	10	10	10		10
Windows	910TV-18022	Houston - 910 Corp (TX)	10.133.140.54	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	8.7965	10	10	10	8.84624	10	10	10	10		10
Windows	910TV-18028	Houston - 910 Corp (TX)	10.133.140.53	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	8.83925		10		8.85554	10	10	10	10		10
Windows	910TV-18044	Houston - 910 Corp (TX)	10.133.140.50	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 90% S.M.A.R.T.)	8.8268		10	10	8.64242	10	10	10	10		10
Windows	910TV-18062	Houston - 910 Corp (TX)	10.133.140.52	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 90% S.M.A.R.T.)	8.85385	10	10	10	8.42673	10	10	10	10		10
Windows	910TV-18078	Houston - 910 Corp (TX)	10.133.140.51	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	8.78085	10	10	10	8.88711	10	10	10	10		10
Windows	910TV-18094A	Houston - 910 Corp (TX)	10.133.140.49	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 90% S.M.A.R.T.)	8.81585		10		8.84946	10	10	10	10		10
Windows	910TV-18094B	Houston - 910 Corp (TX)	10.133.140.48	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 90% S.M.A.R.T.)	8.8219		10		8.77341	10	10	10	10		10
Windows	910TV-18094C	Houston - 910 Corp (TX)	10.133.140.47	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 90% S.M.A.R.T.)	8.8319	10	10	10	8.47874	10	10	10	10		10
Windows	910TV-19008	Houston - 910 Corp (TX)	10.133.148.41	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 90% S.M.A.R.T.)	8.7103		10	10	8.73389	10	10	10	10		10
Windows	910TV-19054	Houston - 910 Corp (TX)	10.133.148.42	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10		10		10	10	10	10	10		10
Windows	910TV-19068	Houston - 910 Corp (TX)	10.132.148.42	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	8.0742		10	10	8.89176	10	10	10	10		10
Windows	910TV-19090	Houston - 910 Corp (TX)	10.133.148.44	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	8.1419		10	10	8.62416	10	10	10	10		10
Windows	910TV-19104	Houston - 910 Corp (TX)	10.133.148.43	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	7.98695		10	10	8.52119	10	10	10	10		10
Windows	910TV-20000B	Houston - 910 Corp (TX)	10.133.156.62	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 90% S.M.A.R.T.)	8.25465	10	10		8.51204	10	10	10	10		10
Windows	910TV-20097A	Houston - 910 Corp (TX)	10.133.156.61	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 90% S.M.A.R.T.)	10		10		8.51373	10	10	10	10		10
Windows	910TV-20097B	Houston - 910 Corp (TX)	10.133.156.60	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 90% S.M.A.R.T.)	7.8		10		8.71338	10	10	10	10		10
Windows	910TV-22010	Houston - 910 Corp (TX)	10.132.172.46	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10	10	10		8.60223	10	10	10	10		10
Windows	910TV-22022	Houston - 910 Corp (TX)	10.132.172.41	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10	10	10		8.59229	10	10	10	10		10
Windows	910TV-22052	Houston - 910 Corp (TX)	10.132.172.48	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10	10	10	9.18033	8.60005	10	10	10	10		10
Windows	910TV-4046	Houston - 910 Corp (TX)	10.132.28.41	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	8.4426	10	10		8.47304	10	10	10	10		10
Windows	910TV-5000A	Houston - 910 Corp (TX)	10.132.36.47	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	7.8695	10	10		8.4847	10	10	10	10		10
Windows	910TV-5000C	Houston - 910 Corp (TX)	10.132.36.49	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	7.985	10	10		8.45991	10	10	10	10		10
Windows	910TV-5010	Houston - 910 Corp (TX)	10.132.36.45	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	0	10	10		8.55925	10	10	10	10		10
Windows	910TV-5016	Houston - 910 Corp (TX)	10.132.36.58	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	0	10	10		8.5561	10	10	10	10		10
Windows	910TV-6002	Houston - 910 Corp (TX)	10.132.44.118	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 90% S.M.A.R.T.)	8.283	10	10		8.68581	10	10	10	10		10
Windows	910TV-6008	Houston - 910 Corp (TX)	10.132.44.128	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 90% S.M.A.R.T.)	8.4613		10		8.49047	10	10	10	10		10
Windows	910TV-6028	Houston - 910 Corp (TX)	10.132.44.41	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10	10	10		8.50863	10	10	10	10		10
Windows	910TV-6058	Houston - 910 Corp (TX)	10.132.44.48	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10	10	10		8.50863	10	10	10	10		10
Windows	910TV-6062	Houston - 910 Corp (TX)	10.132.44.49	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10	10	10		8.50082	10	10	10	10		10
Windows	910TV-6078	Houston - 910 Corp (TX)	10.132.44.44	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	10	10	10		8.52092	10	10	10	10		10
Windows	910TV-6094	Houston - 910 Corp (TX)	10.132.44.73	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Samsung (119.2GB, 100% S.M.A.R.T.)	9.12055	10	10		8.70366	10	10	10	10		10
Windows	910TV-8034	Houston - 910 Corp (TX)	10.132.60.155	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	0	10	10		8.59454	10	10	10	10		10
Windows	910TV-8048	Houston - 910 Corp (TX)	10.132.60.43	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	0	10	10		8.5318	10	10	10	10		10
Windows	910TV-8050	Houston - 910 Corp (TX)	10.132.60.51	OptiPlex 7050	desktop	Windows 10 Enterprise 1809 (64 bits)	Windows 10	17179869184	Intel Core i7-7700T CPU @ 2.90GHz	Toshiba (465.8GB, 100% S.M.A.R.T.)	8.22775	10	10		8.51935	10	10	10	10		10
